ifs            ,1IN-IC FR.STRAWBERRY-U-25 PCS           ,75,          ,
IPA            ,IC-OV 1L PAYASAM-U                      ,          ,          ,
ISCL           ,IC STICK COCOSTIC(LAZZA)-22PCS          ,91.55,          ,
JPB            ,JP BUT.SCOTCH (UJ)                      ,184.25,          ,
JPBC           ,JP BLACK CURRENT(UNJO)                  ,177.12,          ,
JPBCL          ,JP BLACK CURRENT(LAZZA)                 ,184.79,          ,
JPBL           ,JP BUTTERSCOTCH(LAZZA)                  ,          ,          ,
JPC            ,JP CHOCLATE(UNCJO)                      ,0,          ,
JPCL           ,JP CHOCOLATE(LAZZA)                     ,          ,          ,
JPCOL          ,JP COFEE(LAZZA)                         ,          ,          ,
JPDL           ,JP ITA.DELITE (LAZZA)                   ,          ,          ,
JPFHL          ,JP FIG&HONEY(LAZZA)                     ,202.09,          ,
JPID           ,JP ITA.DELITE (LAZZA)                   ,202.93,          ,
JPIDL          ,JP ITALIAN DELITE(LAZZA)                ,          ,          ,
JPK            ,JP KULFI                                ,          ,          ,
JPKP           ,JP KESAR PISTA                          ,          ,          ,
JPKPL          ,JP KESAR PISTA(LAZZA)                   ,          ,          ,
JPM            ,JP-MANGO                                ,162.22,          ,
JPML           ,JP MANGO(LAZZA)                         ,162.22,          ,
JPO            ,JP ORANGE(UNCJO)                        ,141.22,          ,
JPOL           ,JP ORANGE(LAZZA)                        ,141.22,          ,
JPP            ,JP PISTA GREEN(UNCJO)                   ,0,          ,
JPPA           ,FD-JP PAYASAM(UNCJO)                    ,172.81,          ,
JPPAL          ,JP PAYASAM(LAZZA)                       ,184.79,          ,
JPPIL          ,JP PINEAPPLE (LAZZA)                    ,148.77,          ,
JPS            ,JP STRAWBERRY(UJ)                       ,142.57,          ,
JPSD           ,JP SPANISH DELITE(UJ)                   ,          ,          ,
JPSDS          ,JP SPANISH DELETE(SKEI)                 ,          ,          ,
JPSL           ,JP STRAWBERRY(LAZZA)                    ,0,          ,
JPV            ,JP VANILA                               ,          ,          ,
JPVL           ,JP VANILA(LAZZA)                        ,          ,          ,
JPVS           ,JP VANILA(SKEI)                         ,          ,          ,
JTPA           ,FD-JT PAYASAM-U                         ,          ,          ,
JTS            ,Fd-jt strawberry-u #                    ,40,21050000,
JTSL           ,JT STRAWBERRY(LAZZA)                    ,          ,          ,
JTSS           ,Fd-jt strawberry-S #                    ,          ,21050000,
JTV            ,Fd-jt vanila-u#                         ,35,21050000,
JTVL           ,JT VANILA(LAZZA)                        ,          ,          ,
JTVS           ,Fd-jt vanila-S#                         ,          ,21050000,
KB             ,St kulfi bar-u                          ,60,21050000,
KBL            ,St kulfi bar tr-l# (12 pcs)             ,          ,21050000,
KCN            ,IC-ST KULFI CAR NEW -18 PCS-U-18 PCS    ,          ,          ,
LB             ,NO LAZZAND BUTTERCOTCH-(L)-12PCS        ,          ,          ,
LOG            ,IL-ST LO GRAPE. POU-U                   ,          ,          ,
LOM            ,IL-LO MANGO-U                           ,          ,          ,
LOM-L          ,IL-LO MANGO-L-24 PCS                    ,          ,          ,
LOML           ,IL-LO MANGO-L-24 PCS                    ,          ,          ,
LOO            ,IL- ST LO ORANGE POU-U-24 PCS           ,          ,          ,
LOP            ,IL-LO PINEAPPLE-U                       ,          ,          ,
LOS            ,IL-LO STRAWBERRY-U-24                   ,          ,          ,
LOSL           ,IL-LO STRAWBERRY-L 24PCS                ,          ,          ,
LPB            ,IC-LP BUT.SCOTCH CARAMEL 24 PCS         ,          ,          ,
LPCVL          ,IC-LP VANILA 24 NOS (L-24 PCS           ,          ,          ,
LPP            ,IC-LP PISTA GREEN 24 PCS                ,          ,          ,
LPS            ,IC-LP STRAWBERRY 24 NOS-U-24 PCS        ,          ,          ,
LPV            ,IC-LP VANILA (UNCJO)-18PCS              ,          ,          ,
LPVC           ,Ic-lp vanila cup 24 nos-u ( 24 pcs)     ,240,21050000,
LPVCL          ,IC-LP VANILA  CUP 24 NOS (L)-24 PCS     ,          ,21050000,
LPVL           ,IC LP VANILA(LAZZA) -18 PCS             ,          ,          ,
LPVS           ,IC-LP VANILA(SKEI)-18PCS                ,          ,          ,
MAGNA          ,NO MAGNA (UNCJO)-12 pcs                 ,193.99,          ,
MB             ,NO MARASHINO BUT.SCOTCH(UJ)-12          ,          ,          ,
MC             ,FD-NO-TWIN FLV CASSATA CARTON           ,240,          ,
MCPV           ,MINICUP PAPER VANILA(UNCJO)-30PCS       ,          ,          ,
MCPVL          ,FD-MINICUP PAPER VANILA-(LAZZA)         ,          ,          ,
MCPVS          ,MINICUP PAPER VANILA(SKEI)-30PCS        ,          ,          ,
MCV            ,Fd-mc vanila-y# (30 pcs)                ,150,21050000,
MCVL           ,IC-MC VANILA-L 30 PCS                   ,0,          ,
MCVS           ,FD-MC VANILA-S-30PCS                    ,          ,          ,
MCVU           ,Fd-mc vanila-U# (30 pcs)                ,          ,21050000,
MD             ,MATKA DELITE(uncjo)                     ,61.97,          ,
MDL            ,MADKA DELETE(LAZZA)                     ,63.52,          ,
MDS            ,MADKA DELETE(SKEI)                      ,63.53,          ,
MEGA           ,STICK MEGA(UNCJO)-12PCS                 ,127.26,          ,
MINICBR        ,STIC 2IN 1MINI CHOCOBAR(U)-10PCS        ,          ,          ,
MINICBRL       ,MINI CHOCOTSIK(LAZZA)                   ,          ,          ,
MK             ,MATKA KULFI                             ,240,21050000,
MKL            ,Matka kulfi (lazza)                     ,          ,21050000,
MKS            ,Matka kulfi(skei)                       ,          ,21050000,
MNM            ,Ic-no mango in mango-u (12pcs)          ,300,21050000,
MNML           ,FD-MAN.IN MANGO(LAZZA)                  ,          ,21050000,
MNMS           ,FD-MAN IN MANGO(SKEI)                   ,          ,          ,
MO             ,ICMARSHINO 90MLORANGE U 12 PCS          ,          ,          ,
MORE           ,MORE CONE (LAZZA)                       ,124.73,          ,
MP             ,ICMARSHINO 90ML PISTA U 12 PCS          ,          ,          ,
MPS            ,MP STRAWBERRY (UNCJO)-24PCS             ,          ,          ,
MPV            ,FD-MINICUP PAPER VANILA-(UNCJO)-30 PCS  ,63.84,          ,
MPVL           ,MINICUP PAPER  VANILA(LAZZA)-30PCS      ,63.84,          ,
MPVS           ,MP VANILA(SKEI)-24PCS                   ,63.84,          ,
MS             ,Fd-su sundae cockta. mini -15nos-y# ( 15,225,21050000,
MSC            ,FD-MILKY SIPUP CHOCOLATE (UNCJO)        ,          ,          ,
MSL            ,FD-MINI SUNDAE COCKTAIL LAZZA           ,109.01,          ,
MSS            ,MINI SUNDAE(SKEI)                       ,          ,          ,
NBKB           ,NUT-BULK BUTTERSCOTCH                   ,          ,          ,
NSA            ,NUTS SUGAR COAT WITH ALMOD FLY          ,          ,8111010,
NUTS           ,Nuts sugar coated                       ,73.38,8111010,
NY             ,FD-NO NEW YORKER(UNCJO)-12PCS           ,          ,          ,
PB             ,PUFF BOX                                ,          ,          ,
PDP            ,PRODUCT DISPLAY POSTERS(UNCJO)          ,          ,          ,
PLB            ,FD-PL BUTTERSCOTCH (UNCJO)              ,          ,          ,
PLBC           ,PL BLACK CURRANT(UJ)                    ,65.73,          ,
PLBL           ,PL BLACK CURRANT(UJ)                    ,          ,          ,
PLBS           ,PL BUTTERSCOTCH (SKEI)                  ,          ,          ,
PLBZ           ,FD-PL BUTTERSCOTCH CARAME LAZZ          ,64.88,          ,
PLC            ,FD-PL CHOCOLATE(UNCJO)                  ,65.08,          ,
PLFH           ,PL FIG AND HONEY(LAZZA)                 ,          ,          ,
PLM            ,PL MANGO                                ,          ,          ,
PLO            ,PL ORANGE                               ,          ,          ,
PLP            ,FD-PL PISTAGREEN(UNCJO)                 ,66.4,          ,
PLPA           ,PL PAYASAM(UJ)                          ,65.73,          ,
PLPAL          ,PL PAYASAM (LAZZA)                      ,64.13,          ,
PLPAY          ,PL PAYASAM[UNCJO]                       ,75.36,          ,
PLPI           ,PL PINE APPLE(UJ)                       ,          ,          ,
PLPS           ,PL PISTAGREEN(SKEI)                     ,          ,          ,
PLPZ           ,PL PISTAGREEN (LAZA)                    ,          ,          ,
PLS            ,FD-PL STRAWBERY (UNCJO)                 ,51.64,          ,
PLSD           ,PL SPANISH DELETE(UNCJO)                ,65.72,          ,
PLSL           ,PL STRAWBERRY(LAZZA)                    ,          ,          ,
PLSS           ,PL STRWABERRY (SKEI)                    ,          ,          ,
PLV            ,FD-PL VANILA (UNCJO)                    ,42.52,          ,
PLVS           ,PL VANILA(SKEI)                         ,49.28,          ,
PLVZ           ,FD-PL VANILA (LAZZA)                    ,          ,          ,
PPS            ,PP 1.25 STRAWBERRY(UNCJO)               ,0,          ,
RCT            ,IC-RICH CHOCOLATE TWIST(UNCJO)6 PCS     ,          ,          ,
RED            ,Fd- no redberry- u (12 pcs)             ,180,21050000,
REDL           ,FD-NO REDBERRY(LAZZA) 12PCS             ,          ,21050000,
REDS           ,FD-RED BERY (SKEI) 12 PCS               ,          ,          ,
RK             ,St rocket kulfi tr- l 15 pcs            ,0,21050000,
S              ,SPOON                                   ,          ,          ,
S100           ,FD-SWIRL 100 ML (UNCO)-15 PCS           ,          ,          ,
S100S          ,FD-SWINGER 100ML (SKEI)-15 PCS          ,          ,          ,
S2             ,FR STICKER 200 WESTERN-UNCJO            ,          ,          ,
S2UV           ,FR STICKER 200 UNCJO-VOLTAS             ,          ,3919,
S3             ,FR STICKER 300 LTR UNCJO-WESTER         ,          ,          ,
S4             ,FR. STICKER 400 LTR UNCJO-WESTER        ,          ,          ,
S4BS           ,FR STICKER 400 LTR  BLUE STAR-UJ        ,          ,3919,
SABL           ,IC-STIC AMERICAN BAR (LAZZA)-12PCS      ,          ,          ,
SB             ,SOCCER BALL VANILA (UNCJO)              ,          ,          ,
SBC            ,IC-STICK BIG CHOCOBAR-14                ,          ,          ,
SBCL           ,IC-STIC BIG CHOCOBAR(LAZZA)-12PCS       ,          ,          ,
SC             ,IC-ST CHOCSTIC 19 PCS(UNCJO)            ,          ,          ,
SCBR           ,STICK CHOCOBAR(UNCJO)-22                ,104.06,          ,
SCCVL          ,SCC VANILA(SKEI)                        ,          ,          ,
SCCVS          ,SCC VANILA(SKEI)                        ,79.14,          ,
SCL            ,SC VANILA (LAZZA)                       ,0,          ,
SCL22          ,STICK COCOSTIC(LAZZA)-22                ,103,          ,
SCM            ,FD-SU SUNDAE COCKTAIL MINI-30 PCS       ,450,          ,
scmp           ,Fd -st  chocstick mini pou  22 nos-y(22 ,          ,21050000,
SCP            ,IC-STICK CHOCSTICK POUCH 35ML(UJ)-18PCS ,210,          ,
SCP5           ,CHOCSTICK POU 50ML 18 PCS               ,          ,          ,
SCPL           ,STICK COCOSTICPOUCH 50ML (LAZZA)-18PCS  ,          ,          ,
SCPS           ,IC-STICK CHOCSTICK POUCH(50ML)-18 PCS   ,          ,          ,
SCS            ,Stick chocstic(skei)-22                 ,          ,21050000,
SCU            ,STICK CHOCOBAR(UNCO)-22PCS              ,91.55,          ,
SD             ,Fd sl  delite-u# (18 pcs)               ,          ,21050000,
SDC            ,FD-SL ENGLISH DELITE CON.-S ( 18 PCS)   ,          ,21050000,
SDFV           ,IC-XMAS OVIL SPA.SEL+SQ. FP VAN-U       ,          ,          ,
SDL            ,SLICE DELETE (LAZZA)-18PCS              ,          ,          ,
SDS            ,FD-SL DELETE-S# (18 PCS)                ,          ,21050000,
SED            ,SLICE ENGLISH DELETE-18                 ,          ,          ,
SET2           ,MILKY MIST SETCURD-200gm                ,          ,          ,
SF             ,STICKER FRZR 300BL.STAR                 ,          ,          ,
SF3B           ,Sticker frzr-300l.bl.star(uj)           ,          ,3919,
SF3UW          ,Sticker frzr-300l.unjowester            ,          ,3919,
SF3V           ,Sticker frzr-300l.voltas(uj)            ,          ,3919,
SF4UW          ,Sticker frzr-400l.umjo-wester           ,          ,3919,
SID            ,SLICE ITALIAN DELETE-18PCS              ,          ,          ,
SIPI           ,FD- SI LATTE PINEAPPLE U-25 PCS         ,          ,          ,
SIPP           ,FD-SIP UP LATTE PINEAPPLE (U)-25        ,          ,          ,
SIPPL          ,SIPUP LATTE PINEAPPLE(L)-25PCS          ,          ,          ,
SIPS           ,FD-SI LATTE STRAWBERRY-(U)-25PCS        ,          ,          ,
SIPSL          ,FD-SIP UP LATTE STRAWBERRY-L            ,          ,          ,
SIPSS          ,SIP UP LATTE STRAWBERRY (S)-25          ,          ,          ,
SIPUG          ,IC-ICE CANDY GRAPE                      ,          ,          ,
SIPUO          ,IC-ICE CANDY ORANGE                     ,          ,          ,
SIPUP          ,IC-ICE CANDY PINEAPPLE                  ,          ,          ,
SIPUPL         ,ICE CANDY PINE APPLE(LAZZA)             ,28.44,          ,
SIPV           ,SIPUP LATTE VANILA-(U-25 PCS)           ,          ,          ,
SIPVL          ,FD-SIPUP LATTE VANILA-(L)-25 PCS        ,          ,          ,
SIPVS          ,SIPUP LATTE VANILA-S-25 PCS             ,          ,          ,
SK             ,STICK KULFI(UNCJO)                      ,          ,          ,
SKL            ,IC-STICK KULFI(LAZZA)-18PCS             ,          ,          ,
SL             ,FD-SUNDAE 125 ML (LAZZA)-10 PCS         ,150,          ,
SLC            ,Fd-si  late chocolate- y#( 25 pcs )     ,0,21050000,
SLP            ,Fd-si latte pista-y# ( 25 pcs)          ,125,21050000,
SLPI           ,Fd-si  latte pineapple -y # (25 pcs)    ,0,21050000,
SLPIL          ,FD-SI  LATTE PINEAPPLE (L)-25           ,          ,          ,
SLPL           ,2FD-SIPUP LATTE PISTA-(LAZZA)-25 PCS    ,          ,          ,
SLS            ,Fd-si latte strawberry- y# (25 pcs)     ,0,21050000,
SLSL           ,FD-SI LATTE STRAWBERRY-(L)-25PCS        ,          ,          ,
SLV            ,Fd-si  latte vanila-y# ( 25 pcs )       ,125,21050000,
SLVS           ,FD-SI  LATTE VANILA-(S-25 PCS)          ,          ,          ,
SM             ,SPOON MATKA KULFI                       ,          ,          ,
SMC            ,IC-ST MEGA CAR-U-12 PCS                 ,          ,          ,
SP             ,SPOON PLASTIC                           ,          ,          ,
SPOONW         ,SPOON WOODEN                            ,          ,          ,
SPV            ,FD-SP VANILA (UNC JO)                   ,76.07,          ,
SPVZ           ,SP VANILA (LAZZA)                       ,          ,          ,
SS             ,Spoon scoop-trading                     ,241.02,7615,
SSD            ,SLICE SPANISH DELETE-18 PCS             ,187.52,          ,
SSS            ,FD-SM SWINGER 100 ML-S- 15PCS           ,          ,          ,
STCBR          ,ST.CHOCOBAR(UNCJO)-MCBAR.CART-22        ,          ,          ,
STCBRL         ,ST COCOSTIC(LAZZA)-MCBAR.CART-22        ,          ,          ,
STCBRS         ,ST.CHOCSTIC(SKEI)-MCBAR.CART-22PCS      ,          ,          ,
STP            ,STICK CH. TICK POUCH-20                 ,106.36,          ,
SV             ,IC-TRUFPK-1L SUGARFREE VANILA(U)        ,          ,          ,
SWIRL          ,Ic - su swirl cocktail- u ( 10  pcs)    ,0,21050000,
SWIRL-100      ,FD-SWIRL 100 ML (UNCO)-15 PCS           ,          ,          ,
SWIRL100       ,FD-SWIRL 100 ML (UNCO)-15 PCS           ,180,          ,
SWIRLS         ,Ic- su swing er cocktail-s (10pcs)      ,200,21050000,
SWIRLZ         ,FUNDAE COCKTAIL(LAZZA)                  ,          ,          ,
SYA            ,SY. SYRUP ALMOND                        ,          ,          ,
SYB            ,Sy.syrup  butterscotch 1500gm           ,200,2106,
SYBC           ,Sy .syrub black current 1500gm          ,98.81,2106000,
SYBU           ,SY SYRUP BUTTERSCOTCH                   ,          ,          ,
SYC            ,Sy.syrup  chocolate 1400gm              ,279.46,2106,
SYH            ,SYRUP HONEY 1500GM                      ,          ,          ,
SYJ            ,SY JAGGERI                              ,180,          ,
SYM            ,SY MINT                                 ,175,2106000,
SYMA           ,Sy syrup  mango 1500gm                  ,200,2106,
SYO            ,SY.SYRUP ORANGE                         ,          ,2106000,
SYP            ,Sy .syrup pista green 1500gm            ,0,2106,
SYP1           ,Sy .syrup pista green 1500gm            ,          ,2106,
SYPEACH        ,SY PEACH                                ,          ,          ,
SYPI           ,Sy pineapple 1500gm                     ,175,2106,
SYS            ,Sy .syrup strawberry 1500gm             ,200,2106,
TC             ,TRIPLE CHOCOBAR(LAZZA)-3PCS             ,          ,          ,
TCC            ,FD-NO-TWIN FLV CASSATA CARTON(U)        ,          ,          ,
TCCL           ,FD-NO TWIN FLY.CASSATTA CARTON(L)       ,          ,          ,
TCCS           ,FD-NO TWIN FLY.CASSATTA CARTON(S)       ,          ,          ,
TCFV           ,XMAS OVIL TEN.COC+SQFP VA TR-S          ,          ,          ,
TCNL           ,TRUFPK-IL CHIKKU-NFL (LAZZA)            ,          ,          ,
TFC            ,Fd no twin flv.cassata carton(u)-24pcs  ,          ,21050000,
TFCL           ,FD NO TWIN FLY.CASSATA CARTON(L)-20 PCS ,          ,          ,
TFH            ,TRUF PACK FIG&HONEY(UJ)                 ,          ,          ,
TIC            ,IC TRUFK-1L CHIKKU (UNCJO)              ,          ,          ,
TIT            ,IC TRUFK-1L TENDER COCONUT (UNCJO)      ,          ,          ,
TMANT          ,Tr 1l mango alphons nfl-u               ,0,21050000,
TMANTL         ,Tr 1l mango alphonso nfl tr-l           ,          ,21050000,
TNB            ,TRUFPK-1L NFL BLUEBERY TR-U             ,          ,          ,
TNBL           ,TRUFPK-1L NFL BLUEBERY TR-L             ,          ,          ,
TNC            ,Tr1l  nfl chikku tr-u                   ,          ,21050000,
TNCL           ,Tr 1l  nfl chikku tr-l                  ,          ,21050000,
TNML           ,TRUFK 1L NFL MANGO.ALPH.TR-L            ,170,21050000,
TNMS           ,TRUFK 1L NFL MANGO.ALPH.TR-S            ,          ,21050000,
TNPI           ,TRUFK-1L NFL PINEAPPLE TR-U             ,150,21050000,
TNPIL          ,Tr1l  nfl  pineapple tr-l               ,150,21050000,
TNSL           ,TRUFPK-1L NFL STRAWBERRY TR-L           ,170,          ,
TNTC           ,Tr1l  nfl tender coco. tr-u             ,225,21050000,
TNTCL          ,Tr1l nfl tender coco.tr-l               ,305,21050000,
TPB            ,TRUFF PACK BUT.CARAMEL(U)               ,145,          ,
TPBC           ,TRF.PAK BLACK CURRANT(UNCJO)            ,133.41,          ,
TPBCL          ,TRF.PK BLACK CURRANT(LAZZA)             ,          ,          ,
TPBL           ,TRF,PK BUT.CARAMEL(LAZZA)               ,130,0
TPBLUE         ,IC-TRUF PK BLUEBERRY(UNCJO)             ,          ,          ,
TPBLUEL        ,TRUF PK BLUEBERRY(LAZZA)                ,          ,          ,
TPBLUES        ,IC-TRUF PK BLUEBERRY(SKEI)              ,          ,          ,
TPBP           ,FD-TWIN PK NUT BUT&PISTA [UJ]           ,92.2,          ,
TPBR           ,IC-TRUF PK BISCUT ROCKY(UNCJO)          ,          ,          ,
TPBS           ,IC-TRUFK BUTTERSCOTCH CARAMEL(S)        ,          ,          ,
TPBUBS         ,IC-TRUF PK BUBLY(SKEI)                  ,          ,          ,
TPC            ,TRUFPK - L OVAL CHOCOLATE(UJ)           ,160,          ,
TPCL           ,TRUF PACK CHOCOLATE(LAZZA)              ,145,          ,
TPCNL          ,IC-TRUFK-IL CHIKKU-NFL (LAZZA)          ,          ,          ,
TPCNT          ,IC-TRUFPK-1L CHIKKU-NFL(UNCJO)          ,          ,          ,
TPCP           ,TRUF PACK CHOCOLATE PLUS                ,          ,          ,
TPCS           ,TRUF PACK CHOCOLATE (SKEI)              ,140,          ,
TPFH           ,TRUF PACK FIG&HONEY(UJ)                 ,          ,          ,
TPFHL          ,TP FIG&HONEY(LAZZA)                     ,          ,          ,
TPG            ,TP GARDEN STRAWBERRY                    ,36.43,          ,
TPID           ,TRUFF PACK ITALIAN DELITE               ,          ,          ,
TPIDL          ,TRUF PACK ITALIAN DELIGHT(L)            ,          ,          ,
TPLP           ,IC-TRUF PK LATTE PRALINE(UNCJO)         ,          ,          ,
TPM            ,TRUFF PACK MANGO                        ,          ,          ,
TPMA           ,TRUF PACK MANGO ALPHONSO                ,132.02,          ,
TPMAL          ,TRUF PACK MANGO AIPHONSO(LAZZA)         ,          ,          ,
TPMANT         ,Ic-trufk-il mango alphons nfl(l)        ,240,21050000,
TPNB           ,IC-TRUFPK-1L NUT BUTTERSCOTCH (U)       ,150,          ,
TPO            ,TRUFPK- 1L ORANGE(UNCJO)                ,          ,          ,
TPP            ,TP PISTACHIO (UJ)                       ,          ,          ,
TPPA           ,TRUF PACK PAYASAM(UNJ)                  ,          ,          ,
TPPAL          ,TRUF PACK PAYASAM(LAZZA)                ,          ,          ,
TPPC           ,TPUFP IL TENDER COCONUT(UNCJO)          ,          ,          ,
TPPG           ,TRFPK-1L OVAL  PISTA GREEN(UJ)          ,145,          ,
TPPGL          ,TRP PISTA GREEN(LAZZA)                  ,          ,          ,
TPPGS          ,TRUF PACK PISTAGREEN(SKEI)              ,140,          ,
TPPI           ,TR.PK.PINEAPPLE (UJ)                    ,          ,          ,
TPPINT         ,IC-TRUFPK-1L PINEAPPLE NATFL            ,          ,          ,
TPPNT          ,IC-TRUF PK BISCUT ROCKY(UNCJO)          ,          ,          ,
TPPS           ,TP PISTACHIO (SKEI)                     ,          ,          ,
TPRA           ,TRUF PACK ROASTED ALMOND(U)             ,71.5,          ,
TPS            ,TRUFPK - 1L OVAL STRAWBERRY(UJ)         ,105,          ,
TPSD           ,TRUF.PACK SPANISH DELITE(UNCJ)          ,143.33,          ,
TPSFV          ,IC-TRUFPK-1L SUGARFREE VANILA(U)        ,          ,          ,
TPSL           ,TRF.PK STRAWBERRY(LAZA)                 ,95,          ,
TPSNT          ,IC-TRUFPK-IL GARD STRAWB NATFL(U)       ,          ,          ,
TPSS           ,TRUF PACK STRAWBERRY(SKEI)              ,          ,          ,
TPTC           ,IC TRUFK-1L TENDER COCONUT (UNCJO)      ,          ,          ,
TPV            ,IC-TP PISTA RICH+TP VANILA GOLD-U(2PCS) ,          ,21050000,
TPVL           ,IC-TRUFPK-IL OVAL VANILLA (LAZZA)       ,          ,          ,
TPVP           ,IC- TP VANILA GOLD+TP PISTA RICH-U      ,0,21050000,
TPVPL          ,IC- TP VANILA GOLD+TP PISTA RICH-L      ,          ,21050000,
TPVS           ,FD-TWIN PACK VANILA&STRAWBERRY          ,49.79,          ,
TPVSK          ,TRUF PACK VANILA(SKEI)                  ,          ,          ,
TPYBB          ,IC-TRUF PK YOGHURT BLUE BERRY-(S)       ,          ,          ,
TTPMANT        ,TRUFPK-1L NFL TENDER COCO.TR-L          ,          ,21050000,
TWC            ,TWIN FLV.CASSATA CARTON(U)-20PCS        ,          ,          ,
TWCL           ,TWIN FLV.CASSATA CARTON(L)-20PCS        ,          ,          ,
UM             ,UMBRELLA-UNCJO                          ,          ,6601,
YH             ,YOGHURT 24 PCS                          ,          ,          ,
Z              ,                                        ,          ,          ,
